Judul Berita,URL
['Bedah Editorial MI: Pertarungan Rebut DKI-2'],/play/N98U4QRR-bedah-editorial-mi-pertarungan-rebut-dki-2
['Pertarungan Rebut DKI-2'],/play/N6MU4p5p-pertarungan-rebut-dki-2
['Elman Saragih Gencar Sosialisasikan Teknis Pencoblosan pada Pemilu 2019'],/play/NnGU5DnY-elman-saragih-gencar-sosialisasikan-teknis-pencoblosan-pada-pemilu-2019
"[""Safari Politik ke Karawang, Ma'ruf Ingin Jernihkan Suasana""]",/play/N6MU4pOW-safari-politik-ke-karawang-ma-ruf-ingin-jernihkan-suasana
['Bersama Melawan Hoaks'],/play/k8MU9x5l-bersama-melawan-hoaks
['Prospek Investasi di Tahun Politik (3)'],/play/NglU76DA-prospek-investasi-di-tahun-politik-3
['Prospek Investasi di Tahun Politik (2)'],/play/baGUYMzn-prospek-investasi-di-tahun-politik-2
['Prospek Investasi di Tahun Politik (1)'],/play/kBoUjQ9m-prospek-investasi-di-tahun-politik-1
['JK Jamin Ekonomi Indonesia Tetap Stabil  Jika Jokowi Terpilih Kembali'],/play/kW0U9woX-jk-jamin-ekonomi-indonesia-tetap-stabil-jika-jokowi-terpilih-kembali
['Jokowi Kembali Ingatkan Jaga Persatuan Bangsa'],/play/N98U4Qzr-jokowi-kembali-ingatkan-jaga-persatuan-bangsa
['JK Minta Pengusaha Tak Khawatir Suhu Politik'],/play/KY4UndRy-jk-minta-pengusaha-tak-khawatir-suhu-politik
['Kiprah Karna Brata Lesmana di Dunia Politik'],/play/kW0U9G0w-kiprah-karna-brata-lesmana-di-dunia-politik
['Mengadili Kebohongan Ratna Sarumpaet'],/play/bD7UpBeL-mengadili-kebohongan-ratna-sarumpaet
['Timnas U-22 Hentikan Sejenak Kegaduhan Politik'],/play/NxXUOBeB-timnas-u-22-hentikan-sejenak-kegaduhan-politik
['Imbauan Pengembalian Konsesi Lahan Juga Berlaku Bagi Tim Jokowi'],/play/k8MU902x-imbauan-pengembalian-konsesi-lahan-juga-berlaku-bagi-tim-jokowi
['Komaruddin Hidayat: Doa Neno Warisman Cuma Hiburan Politik'],/play/Kd4UOJLL-komaruddin-hidayat-doa-neno-warisman-cuma-hiburan-politik
"[""Komaruddin Hidayat Ingatkan Politisi Tak 'Main Drama'""]",/play/kEmUYa4d-komaruddin-hidayat-ingatkan-politisi-tak-main-drama
['Opsi - Politik di Balik Dakwah (4)'],/play/bVLUwaRX-opsi-politik-di-balik-dakwah-4
['Opsi - Politik di Balik Dakwah (3)'],/play/k8MU90Da-opsi-politik-di-balik-dakwah-3
['Opsi - Politik di Balik Dakwah (2)'],/play/NglU7GqW-opsi-politik-di-balik-dakwah-2
['Opsi - Politik di Balik Dakwah (1)'],/play/baGUYg11-opsi-politik-di-balik-dakwah-1
['Pengamat Nilai Kampanye Hitam terhadap Jokowi Dilakukan Terstruktur'],/play/bVLUwa4X-pengamat-nilai-kampanye-hitam-terhadap-jokowi-dilakukan-terstruktur
"[""Safari Politik Ma'ruf Amin di Jawa Barat""]",/play/bJ4UYJ1g-safari-politik-ma-ruf-amin-di-jawa-barat
"[""Deklarasi Dukungan Arus Baru Muslimah untuk Jokowi-Ma'ruf""]",/play/NP5UjELp-deklarasi-dukungan-arus-baru-muslimah-untuk-jokowi-ma-ruf
['Satukan Indonesia Melalui Musik (2)'],/play/K5WUXn4Q-satukan-indonesia-melalui-musik-2
['Satukan Indonesia Melalui Musik (1)'],/play/KZ7U0zv1-satukan-indonesia-melalui-musik-1
['Kantor DPW NasDem Jawa Tengah Diresmikan'],/play/kM3Uzevw-kantor-dpw-nasdem-jawa-tengah-diresmikan
['Kerawanan Pemilu 2019'],/play/KZ7U0z8y-kerawanan-pemilu-2019
['Pernyataan Neno Warisman Dinilai Menyesatkan'],/play/kBoUjP64-pernyataan-neno-warisman-dinilai-menyesatkan
['Bedah Editorial MI: Melindungi Hak Pemilih Pindahan'],/play/k8MU90Zo-bedah-editorial-mi-melindungi-hak-pemilih-pindahan
['Melindungi Hak Pemilih Pindahan'],/play/NglU7Gvx-melindungi-hak-pemilih-pindahan
['Mahfud MD: Produsen Hoaks Ingin Merusak Pemilu'],/play/baGUYgAe-mahfud-md-produsen-hoaks-ingin-merusak-pemilu
['TKN: Produsen Hoaks Perlu Ditindak Tegas'],/play/ke4UO2eB-tkn-produsen-hoaks-perlu-ditindak-tegas
['Sejarah Singkat NU dan Muhammadiyah'],/play/kW0U9x3a-sejarah-singkat-nu-dan-muhammadiyah
['Kelompok Separatis Catalunya Blokade Jalan'],/play/b3lUoGB5-kelompok-separatis-catalunya-blokade-jalan
['Elektabilitas NasDem Diprediksi Tembus 4 Besar'],/play/NOZUGlvm-elektabilitas-nasdem-diprediksi-tembus-4-besar
['Caleg Perempuan Bukan Pajangan (4)'],/play/NAvU7ejo-caleg-perempuan-bukan-pajangan-4
['Caleg Perempuan Bukan Pajangan (3)'],/play/K5WUXvLE-caleg-perempuan-bukan-pajangan-3
['Caleg Perempuan Bukan Pajangan (2)'],/play/KZ7U0pdD-caleg-perempuan-bukan-pajangan-2
['Caleg Perempuan Bukan Pajangan (1)'],/play/kj5UL6nv-caleg-perempuan-bukan-pajangan-1
"[""Ribuan Nelayan dan Petani di Tasikmalaya Dukung Jokowi-Ma'ruf""]",/play/bzYUXw01-ribuan-nelayan-dan-petani-di-tasikmalaya-dukung-jokowi-ma-ruf
['TKD Tangerang Pikat Kalangan Muda untuk Tak Golput'],/play/koYUjAM1-tkd-tangerang-pikat-kalangan-muda-untuk-tak-golput
['Perhimpunan Indonesia Tionghoa Ajak Ciptakan Pemilu Damai & Sejuk'],/play/baGUYl98-perhimpunan-indonesia-tionghoa-ajak-ciptakan-pemilu-damai-sejuk
['Dua Kubu Siap Hadapi Debat Kedua'],/play/bVLUwmAE-dua-kubu-siap-hadapi-debat-kedua
['Di Balik Persiapan Debat Pilpres Kedua'],/play/baGUYl88-di-balik-persiapan-debat-pilpres-kedua
"[""Ma'ruf Amin Hadiri Tablig Akbar Harlah NU di Purwakarta""]",/play/kqGUGy9z-ma-ruf-amin-hadiri-tablig-akbar-harlah-nu-di-purwakarta
"[""'Politik Teduh' Muhammadiyah di Pilpres""]",/play/NxXUO4WG-politik-teduh-muhammadiyah-di-pilpres
['Kader NasDem Lanjutkan Safari Politik ke Kota Batu'],/play/NxXUO40G-kader-nasdem-lanjutkan-safari-politik-ke-kota-batu
['Raja se-Maluku Deklarasi Pemilu Damai Tanpa Hoaks'],/play/NlxUzo3E-raja-se-maluku-deklarasi-pemilu-damai-tanpa-hoaks
"['Ketua Masjid Kauman: Kami Tak Menolak Prabowo, Tapi Keberatan']",/play/bD7UpPJ5-ketua-masjid-kauman-kami-tak-menolak-prabowo-tapi-keberatan
['Bawaslu Pantau Salat Jumat Prabowo di Masjid Kauman'],/play/Nr4UlvyJ-bawaslu-pantau-salat-jumat-prabowo-di-masjid-kauman
['Keluarga Jokowi Diusik Lawan Politik'],/play/b2vUZjrD-keluarga-jokowi-diusik-lawan-politik
['TKN Yakin Curhat Petani Bawang ke Sandiaga di Brebes Sandiwara'],/play/N6MU41R0-tkn-yakin-curhat-petani-bawang-ke-sandiaga-di-brebes-sandiwara
['Pro Kontra Infrastruktur Jokowi'],/play/Nr4Ulvw3-pro-kontra-infrastruktur-jokowi
['Curhat Petani Bawang ke Sandiaga Jadi Sorotan di Media Sosial'],/play/KRoUGvOj-curhat-petani-bawang-ke-sandiaga-jadi-sorotan-di-media-sosial
['Selamat Bertugas Gubernur Khofifah (2)'],/play/NQoUnB57-selamat-bertugas-gubernur-khofifah-2
['Selamat Bertugas Gubernur Khofifah (1)'],/play/b3lUoJmX-selamat-bertugas-gubernur-khofifah-1
['Aroma Propaganda Asing di Pemilu (4)'],/play/b18UXMyV-aroma-propaganda-asing-di-pemilu-4
['Aroma Propaganda Asing di Pemilu (3)'],/play/bVLUwDWg-aroma-propaganda-asing-di-pemilu-3
['Aroma Propaganda Asing di Pemilu (2)'],/play/k8MU9gpL-aroma-propaganda-asing-di-pemilu-2
['Aroma Propaganda Asing di Pemilu (1)'],/play/NglU7Onr-aroma-propaganda-asing-di-pemilu-1
['Salah Kaprah di Balik Isu APBN Bocor (5)'],/play/bD7Up5VR-salah-kaprah-di-balik-isu-apbn-bocor-5
['Salah Kaprah di Balik Isu APBN Bocor (4)'],/play/Nr4UlB1O-salah-kaprah-di-balik-isu-apbn-bocor-4
['Salah Kaprah di Balik Isu APBN Bocor (3)'],/play/NL0UjmX6-salah-kaprah-di-balik-isu-apbn-bocor-3
['Salah Kaprah di Balik Isu APBN Bocor (2)'],/play/KRoUGl8E-salah-kaprah-di-balik-isu-apbn-bocor-2
['Salah Kaprah di Balik Isu APBN Bocor (1)'],/play/NxXUOWaE-salah-kaprah-di-balik-isu-apbn-bocor-1
['Wakil Ketua BPN Prabowo-Sandi Jadi Tersangka'],/play/N6MU42mL-wakil-ketua-bpn-prabowo-sandi-jadi-tersangka
"[""Silaturahmi ke KH Ma'ruf Amin, Kang Emil: Saya Datang Sebagai Individu""]",/play/baGUYqLG-silaturahmi-ke-kh-ma-ruf-amin-kang-emil-saya-datang-sebagai-individu
['Bedah Editorial MI: Alumni Turun Gelanggang'],/play/NL0Ujm1n-bedah-editorial-mi-alumni-turun-gelanggang
['Alumni Turun Gelanggang'],/play/KY4Unlv5-alumni-turun-gelanggang
"['Ganjar: Berani Mengacaukan Jateng, Saya Lawan!']",/play/bwGUjBpX-ganjar-berani-mengacaukan-jateng-saya-lawan
['Modal Tarung Jokowi dari Sesepuh Golkar'],/play/K5WUXyve-modal-tarung-jokowi-dari-sesepuh-golkar
['Humas Diajak Berperan Melawan Hoaks'],/play/NGEURGGZ-humas-diajak-berperan-melawan-hoaks
['Propaganda Rusia Mengancam Demokrasi'],/play/Nr4UlBGE-propaganda-rusia-mengancam-demokrasi
"[""Seribu Purnawirawan TNI-Polri Dukung Jokowi-Ma'ruf""]",/play/bwGUjBX5-seribu-purnawirawan-tni-polri-dukung-jokowi-ma-ruf
['Alumni IISIP Jakarta Dukung Jokowi'],/play/N6MU42YB-alumni-iisip-jakarta-dukung-jokowi
['Gus Nuril Angkat Bicara Soal Puisi Fadli Zon'],/play/b3lUoJ5B-gus-nuril-angkat-bicara-soal-puisi-fadli-zon
"['Serukan Jangan Golput, Wiranto: Pemilu Milik Bersama']",/play/b2vUZAVW-serukan-jangan-golput-wiranto-pemilu-milik-bersama
['Serangan Balik Capres 01'],/play/NAvU7xjO-serangan-balik-capres-01
['Strategi BKPM Genjot Investasi di Tahun Politik'],/play/NQoUnBpD-strategi-bkpm-genjot-investasi-di-tahun-politik
['Semua Partai di DPR Setujui Utang Negara'],/play/kW0U9r01-semua-partai-di-dpr-setujui-utang-negara
['Relawan Kunci Kemenangan Pilpres'],/play/KRoUGBLe-relawan-kunci-kemenangan-pilpres
"[""Ma'ruf Amin Lanjutkan Silaturahmi Politik ke Sumbar""]",/play/baGUYZEz-ma-ruf-amin-lanjutkan-silaturahmi-politik-ke-sumbar
"[""Elektabilitas Jokowi-Ma'ruf Masih Unggul""]",/play/b7yUq1L3-elektabilitas-jokowi-ma-ruf-masih-unggul
['SBY Copot Ferrial Sofyan sebagai Wakil Ketua DPRD DKI Jakarta'],/play/NOZUG1Qw-sby-copot-ferrial-sofyan-sebagai-wakil-ketua-dprd-dki-jakarta
"[""Ma'ruf Amin Bantah Isu Alat Politik""]",/play/b3lUo8Ld-ma-ruf-amin-bantah-isu-alat-politik
['Hati-hati Jumlah Golput Meningkat'],/play/ke4UO4y2-hati-hati-jumlah-golput-meningkat
['Melawan Hoaks Menjaga Kebinekaan (2)'],/play/NL0UjBre-melawan-hoaks-menjaga-kebinekaan-2
"[""Silaturahmi Politik KH Ma'ruf Amin di Jawa Tengah""]",/play/NAvU7y8W-silaturahmi-politik-kh-ma-ruf-amin-di-jawa-tengah
['Bedah Editorial MI: Imlek Perkuat Keberagaman'],/play/bwGUjv9p-bedah-editorial-mi-imlek-perkuat-keberagaman
['Imlek Perkuat Keberagaman'],/play/KRoUGBpB-imlek-perkuat-keberagaman
['Laris Manis Isu Komunis (4)'],/play/NP5Uj0PO-laris-manis-isu-komunis-4
['Laris Manis Isu Komunis (3)'],/play/N98U4xd3-laris-manis-isu-komunis-3
['Laris Manis Isu Komunis (2)'],/play/N6MU4PXM-laris-manis-isu-komunis-2
['Laris Manis Isu Komunis (1)'],/play/kqGUGA0w-laris-manis-isu-komunis-1
['Ahmad Ali Ingatkan Pemilih Jangan Terjebak Politik Kotor'],/play/K5WUXw7V-ahmad-ali-ingatkan-pemilih-jangan-terjebak-politik-kotor
['Ganjar soal Teror Pembakaran Kendaraan: Jangan Ganggu Jateng'],/play/KyQU6GzV-ganjar-soal-teror-pembakaran-kendaraan-jangan-ganggu-jateng
['Tudingan Kriminalisasi Rezim Jokowi'],/play/NAvU7y6B-tudingan-kriminalisasi-rezim-jokowi
['Tabloid Indonesia Barokah Buat Resah'],/play/bD7Up3yW-tabloid-indonesia-barokah-buat-resah
['Elman Saragih Berdialog dengan Petani di Lereng Merapi'],/play/KvWUYvDv-elman-saragih-berdialog-dengan-petani-di-lereng-merapi
['Gangguan dari Dunia Maya (3)'],/play/K5WUXOZ7-gangguan-dari-dunia-maya-3
['Gangguan dari Dunia Maya (2)'],/play/KZ7U0B5d-gangguan-dari-dunia-maya-2
['Gangguan dari Dunia Maya (1)'],/play/kj5ULj8A-gangguan-dari-dunia-maya-1
['KPU Bantah Umumkan Caleg Eks Koruptor Gimmick Pemilu'],/play/N0oUGYZ7-kpu-bantah-umumkan-caleg-eks-koruptor-gimmick-pemilu
['Jokowi dan Jan Ethes'],/play/KXXUYyxm-jokowi-dan-jan-ethes
['Ipang Wahid Jawab Tudingan Dalang Indonesia Barokah (2)'],/play/b3lUo3Wx-ipang-wahid-jawab-tudingan-dalang-indonesia-barokah-2
['Ipang Wahid Jawab Tudingan Dalang Indonesia Barokah (1)'],/play/NQoUnxMQ-ipang-wahid-jawab-tudingan-dalang-indonesia-barokah-1
['Survei: Investor Lebih Khawatir Ekonomi Global Ketimbang Politik'],/play/bD7UpGY7-survei-investor-lebih-khawatir-ekonomi-global-ketimbang-politik
['Penyebab Hasil Survei Pilpres Beda Hasil'],/play/KZ7U0BLO-penyebab-hasil-survei-pilpres-beda-hasil
['Pemilih Perlu Diberi Pendidikan Politik Anti-Korupsi'],/play/b3lUo3yo-pemilih-perlu-diberi-pendidikan-politik-anti-korupsi
['Di Antara Jokowi dan Prabowo (4)'],/play/NL0UjrRo-di-antara-jokowi-dan-prabowo-4
['Di Antara Jokowi dan Prabowo (3)'],/play/NAvU732d-di-antara-jokowi-dan-prabowo-3
['Di Antara Jokowi dan Prabowo (2)'],/play/K5WUXO05-di-antara-jokowi-dan-prabowo-2
['Di Antara Jokowi dan Prabowo (1)'],/play/KZ7U0BgM-di-antara-jokowi-dan-prabowo-1
['Kisruh Tabloid Indonesia Barokah'],/play/NL0Ujrjo-kisruh-tabloid-indonesia-barokah
"['Lakukan Politik Uang, Caleg PKS Boyolali Divonis 10 Hari Penjara']",/play/Kd4UOd2E-lakukan-politik-uang-caleg-pks-boyolali-divonis-10-hari-penjara
['Suporter UEA Dapat Tiket Gratis Saat Hadapi Qatar'],/play/NglU7jdn-suporter-uea-dapat-tiket-gratis-saat-hadapi-qatar
['Kubu Prabowo-Sandi Terima Dukungan Keturunan PKI'],/play/kBoUjOeW-kubu-prabowo-sandi-terima-dukungan-keturunan-pki
['Ramai Dugaan Sandiwara Sandiaga Uno di Medsos'],/play/NOZUGj0v-ramai-dugaan-sandiwara-sandiaga-uno-di-medsos
['Perludem: Pemilu 2019 Pintu Masuk Menuju Perubahan'],/play/b3lUo3XB-perludem-pemilu-2019-pintu-masuk-menuju-perubahan
['Advokat Publik: Pemilih Golput Momentum Parpol Introspeksi'],/play/ke4UOgvr-advokat-publik-pemilih-golput-momentum-parpol-introspeksi
['Golput Disebut Bentuk Ekspresi Politik'],/play/bmGU68r0-golput-disebut-bentuk-ekspresi-politik
['Jan Ethes Beri Warna untuk Jokowi'],/play/NglU7ZQw-jan-ethes-beri-warna-untuk-jokowi
['Pesan Jokowi di Harlah ke-73 Muslimat NU'],/play/bzYUXMPq-pesan-jokowi-di-harlah-ke-73-muslimat-nu
['Happy Salma Kisahkan Sosok Amir Hamzah Lewat Panggung Teater'],/play/ke4UO1EX-happy-salma-kisahkan-sosok-amir-hamzah-lewat-panggung-teater
['JK Minta Masjid-Masjid Bakar Tabloid Indonesia Barokah'],/play/NGEURxPO-jk-minta-masjid-masjid-bakar-tabloid-indonesia-barokah
['Banyak Pejabat Terjaring OTT di Tahun 2018 dengan Modus Modal Pemilu'],/play/KY4UnzdE-banyak-pejabat-terjaring-ott-di-tahun-2018-dengan-modus-modal-pemilu
"[""Kantor Pos Blitar Tahan Peredaran Tabloid 'Indonesia Barokah'""]",/play/k8MU950l-kantor-pos-blitar-tahan-peredaran-tabloid-indonesia-barokah
['Strategi Humas di Tahun Politik'],/play/bD7UpYRZ-strategi-humas-di-tahun-politik
"[""Ma'ruf Amin Ziarah ke Makam Datu Kelampayan""]",/play/kM3UzWjB-ma-ruf-amin-ziarah-ke-makam-datu-kelampayan
"[""Ma'ruf Amin Silaturahmi dengan Ulama Madura""]",/play/Nr4UlJOL-ma-ruf-amin-silaturahmi-dengan-ulama-madura
['Menristekdikti: Kampus Bukan Arena Politik'],/play/ke4UO111-menristekdikti-kampus-bukan-arena-politik
"['Krisis Politik, Pemuda Venezuela Berharap Kepedulian  Paus Fransiskus']",/play/N0oUGDD2-krisis-politik-pemuda-venezuela-berharap-kepedulian-paus-fransiskus
"[""Ma'ruf Amin Lanjutkan Safari Politik ke Kalimantan Selatan""]",/play/K5WUXAgd-ma-ruf-amin-lanjutkan-safari-politik-ke-kalimantan-selatan
['Perangi Hoaks di Tahun Politik'],/play/Nr4UlJgp-perangi-hoaks-di-tahun-politik
['Pecah Suara Massa Parpol'],/play/bD7UpYwD-pecah-suara-massa-parpol
['Kolaborasi Politik Partai NasDem dan Partai Lokal Aceh'],/play/bwGUj8gD-kolaborasi-politik-partai-nasdem-dan-partai-lokal-aceh
['Rumah Ibadah Disusupi Tabloid Politik'],/play/NGEURx9G-rumah-ibadah-disusupi-tabloid-politik
['Pemilih Parpol Terbelah di Pilpres 2019'],/play/kEmUYMon-pemilih-parpol-terbelah-di-pilpres-2019
['Demokrat Tolak Hasil Survei Indikator Politik'],/play/KyQU6nzB-demokrat-tolak-hasil-survei-indikator-politik
['Survei Indikator: Banyak Kader Parpol Membelot di Pilpres 2019'],/play/bVLUwXV8-survei-indikator-banyak-kader-parpol-membelot-di-pilpres-2019
"[""Kader PPP dan Hanura Tak Solid Dukung Jokowi-Ma'ruf""]",/play/bmGU6Q3x-kader-ppp-dan-hanura-tak-solid-dukung-jokowi-ma-ruf
['Konsolidasi Partai NasDem di Sumatera Utara'],/play/b7yUq8oZ-konsolidasi-partai-nasdem-di-sumatera-utara
"[""Bobby Nasution Ikut Kampanyekan Jokowi-Ma'ruf di Sumut""]",/play/KRoUG9rq-bobby-nasution-ikut-kampanyekan-jokowi-ma-ruf-di-sumut
['Kepala Daerah Jadi Modal Politik Jokowi-Maruf Amin'],/play/kqGUGjPg-kepala-daerah-jadi-modal-politik-jokowi-maruf-amin
['Tradisi Politik Partai NasDem'],/play/Kd4UOa1q-tradisi-politik-partai-nasdem
['Amin Santono Dituntut 10 Tahun Penjara'],/play/kM3UzA2v-amin-santono-dituntut-10-tahun-penjara
"[""Bobby Nasution Ikut Kampanyekan Jokowi-Ma'ruf di Sumut""]",/play/NQoUnyZd-bobby-nasution-ikut-kampanyekan-jokowi-ma-ruf-di-sumut
"[""Safari Politik Ma'ruf Amin Berlanjut""]",/play/b3lUoMJ2-safari-politik-ma-ruf-amin-berlanjut
['Demokrasi di Tanah Baduy (3)'],/play/kqGUGjjG-demokrasi-di-tanah-baduy-3
['Demokrasi di Tanah Baduy (2)'],/play/b18UXPPQ-demokrasi-di-tanah-baduy-2
['Demokrasi di Tanah Baduy (1)'],/play/bVLUwqqv-demokrasi-di-tanah-baduy-1
"[""Ma'ruf Amin Temui Tokoh Masyarakat Sunda di Bandung""]",/play/NxXUOdyE-ma-ruf-amin-temui-tokoh-masyarakat-sunda-di-bandung
['Perang Pengaruh Medsos Pascadebat Capres'],/play/NL0UjDj6-perang-pengaruh-medsos-pascadebat-capres
['Nobar Debat Pilpres Digelar di Rumah Wali Kota Makassar'],/play/NnGU5XOy-nobar-debat-pilpres-digelar-di-rumah-wali-kota-makassar
['Highlight Opsi - Menguji Janji Antikorupsi'],/play/K5WUXGrr-highlight-opsi-menguji-janji-antikorupsi
['Menguji Orisinalitas Capres Cawapres (3)'],/play/kqGUG4W8-menguji-orisinalitas-capres-cawapres-3
['Menguji Orisinalitas Capres Cawapres (2)'],/play/b18UXYvE-menguji-orisinalitas-capres-cawapres-2
['Menguji Orisinalitas Capres Cawapres (1)'],/play/bVLUw2GB-menguji-orisinalitas-capres-cawapres-1
['Jangan Mencaci Karena Beda Pilihan Politik'],/play/KY4Un7vl-jangan-mencaci-karena-beda-pilihan-politik
"['Panas, Sebelum Debat (2)']",/play/N98U4YlR-panas-sebelum-debat-2
"['Panas, Sebelum Debat (1)']",/play/N6MU4Dlp-panas-sebelum-debat-1
['TKN Jokowi: Pidato Prabowo Picu Pemilih Golput'],/play/NQoUnQAD-tkn-jokowi-pidato-prabowo-picu-pemilih-golput
"[""Lagu 'Jogja Istimewa' Dipakai Kampanye, Kill The DJ Lapor Polisi""]",/play/KRoUGRjD-lagu-jogja-istimewa-dipakai-kampanye-kill-the-dj-lapor-polisi
['Video Conference Jokowi-Habibie'],/play/KvWUYELR-video-conference-jokowi-habibie
['Debat Harus Berikan Pendidikan Politik'],/play/KXXUY4Ya-debat-harus-berikan-pendidikan-politik
['KedaiKOPI: Politik Bisnis Harapan Bukan Kekhawatiran'],/play/kpXUozJz-kedaikopi-politik-bisnis-harapan-bukan-kekhawatiran
['Ketegasan Pemimpin akan Pengaruhi Penanganan Korupsi'],/play/N98U4Y8M-ketegasan-pemimpin-akan-pengaruhi-penanganan-korupsi
"['Kader Korupsi, Parpol Diminta Disanksi']",/play/NglU7WmL-kader-korupsi-parpol-diminta-disanksi
['Opsi - Menguji Janji Antikorupsi (4)'],/play/NL0UjqV7-opsi-menguji-janji-antikorupsi-4
['Opsi - Menguji Janji Antikorupsi (3)'],/play/b2vUZ5dL-opsi-menguji-janji-antikorupsi-3
['Opsi - Menguji Janji Antikorupsi (2)'],/play/NAvU7vwx-opsi-menguji-janji-antikorupsi-2
['Opsi - Menguji Janji Antikorupsi (1)'],/play/b3lUoA23-opsi-menguji-janji-antikorupsi-1
['ICW Harap Capres Miliki Komitmen Antikorupsi'],/play/KZ7U0X8x-icw-harap-capres-miliki-komitmen-antikorupsi
"['Hebat, Siswi SMA Makassar Ini Juara Komik Dunia']",/play/NQoUnQ7g-hebat-siswi-sma-makassar-ini-juara-komik-dunia
['Edukasi Warga Sulsel Lawan Hoaks Jelang Pemilu 2019'],/play/bwGUj9np-edukasi-warga-sulsel-lawan-hoaks-jelang-pemilu-2019
['Caleg Elman Saragih Kunjungi Magelang'],/play/ke4UO6qY-caleg-elman-saragih-kunjungi-magelang
['Tumpas Tuntas Hoaks'],/play/N98U41Jx-tumpas-tuntas-hoaks
"[""Silaturahmi Politik Ma'ruf Amin di Palembang""]",/play/Nr4Ul3mX-silaturahmi-politik-ma-ruf-amin-di-palembang
"[""Ma'ruf Amin Silaturahmi dengan Paguyuban Nusantara di Palembang""]",/play/NglU7q09-ma-ruf-amin-silaturahmi-dengan-paguyuban-nusantara-di-palembang
['Milenial dan Politik di Media Sosial'],/play/NP5UjRVo-milenial-dan-politik-di-media-sosial
"['67,1% Milenial Pengguna Facebook Tak Tertarik Politik']",/play/N6MU4YDr-67-1-milenial-pengguna-facebook-tak-tertarik-politik
['Jejak Politik Pembuat Hoaks Surat Suara'],/play/NglU7qqG-jejak-politik-pembuat-hoaks-surat-suara
['Peringatan HUT ke-46 dan Rakornas PDI Perjuangan (3)'],/play/N0oUG61r-peringatan-hut-ke-46-dan-rakornas-pdi-perjuangan-3
['Peringatan HUT ke-46 dan Rakornas PDI Perjuangan (2)'],/play/Kd4UOrAq-peringatan-hut-ke-46-dan-rakornas-pdi-perjuangan-2
['Peringatan HUT ke-46 dan Rakornas PDI Perjuangan (1)'],/play/b7yUqAmq-peringatan-hut-ke-46-dan-rakornas-pdi-perjuangan-1
['Peluang dan Tantangan Marketing 2019'],/play/kBoUjgax-peluang-dan-tantangan-marketing-2019
['Wiranto: Tangkap Pelaku Teror Bom di Rumah Pimpinan KPK'],/play/kj5ULwWA-wiranto-tangkap-pelaku-teror-bom-di-rumah-pimpinan-kpk
['Perangi Hoaks dan Ujaran Kebencian Jelang Pilpres'],/play/N98U41ED-perangi-hoaks-dan-ujaran-kebencian-jelang-pilpres
['Hoaks Tak Efektif Pengaruhi Pemilih'],/play/N6MU4YeX-hoaks-tak-efektif-pengaruhi-pemilih
['Yang Baru di Panggung Pemilu (4)'],/play/Nr4Ul3w6-yang-baru-di-panggung-pemilu-4
['Yang Baru di Panggung Pemilu (3)'],/play/KRoUGpOX-yang-baru-di-panggung-pemilu-3
['Yang Baru di Panggung Pemilu (2)'],/play/NAvU7BqQ-yang-baru-di-panggung-pemilu-2
['Yang Baru di Panggung Pemilu (1)'],/play/NQoUnAow-yang-baru-di-panggung-pemilu-1
['33% Masyarakat Menikmati Berita Hoaks'],/play/NxXUOYrE-33-masyarakat-menikmati-berita-hoaks
"[""Survei Indikator: Elektabilitas Jokowi-Ma'ruf Masih Unggul""]",/play/Nr4Uly7l-survei-indikator-elektabilitas-jokowi-ma-ruf-masih-unggul
['Moeldoko: Hoaks 7 Kontainer Surat Suara Tercoblos Teror Demokrasi'],/play/b7yUqxJX-moeldoko-hoaks-7-kontainer-surat-suara-tercoblos-teror-demokrasi
['Opsi - Huru-Hara Surat Suara (4)'],/play/bVLUw4EZ-opsi-huru-hara-surat-suara-4
['Opsi - Huru-Hara Surat Suara (3)'],/play/k8MU9rzj-opsi-huru-hara-surat-suara-3
['Opsi - Huru-Hara Surat Suara (2)'],/play/NglU7pgR-opsi-huru-hara-surat-suara-2
['Opsi - Huru-Hara Surat Suara (1)'],/play/baGUYWnJ-opsi-huru-hara-surat-suara-1
['Kode Politik Bima Arya'],/play/NAvU7Gyp-kode-politik-bima-arya
['Politik Menakut-Nakuti Salah Satu Ciri Propaganda ala Rusia'],/play/K5WUXMOr-politik-menakut-nakuti-salah-satu-ciri-propaganda-ala-rusia
"['Jadi Panelis, Ketua KPK Tak akan Hadir saat Debat Capres']",/play/KY4Unm7a-jadi-panelis-ketua-kpk-tak-akan-hadir-saat-debat-capres
"[""Safari Politik Ma'ruf Amin di Bogor""]",/play/NlxUzPPa-safari-politik-ma-ruf-amin-di-bogor
['Sinergi NasDem Bersama Warga Jatim Peduli Korban Tsunami'],/play/ke4UOwWm-sinergi-nasdem-bersama-warga-jatim-peduli-korban-tsunami
"['Jaga NKRI, Ribuan Santri di Jepara Gelar Doa dan Selawat Bersama']",/play/kqGUGvda-jaga-nkri-ribuan-santri-di-jepara-gelar-doa-dan-selawat-bersama
['Ayo Cerdas Bermedia Sosial dengan Cara Ini'],/play/KY4Unme6-ayo-cerdas-bermedia-sosial-dengan-cara-ini
['Wajah Indonesia 2019 - Politik Kekinian ala Milenial (4)'],/play/b2vUZ4On-wajah-indonesia-2019-politik-kekinian-ala-milenial-4
['Wajah Indonesia 2019 - Politik Kekinian ala Milenial (3)'],/play/ke4UOwX7-wajah-indonesia-2019-politik-kekinian-ala-milenial-3
